"SJALL014946_D1"	"SJALL014947_D1"	"SJALL014949_D1"	"SJALL014950_D1"	"SJALL014952_D1"
"MIR5696"	0	0	180	146	0
"CREG2"	2	1	0	45	1
"RFX8"	0	3	0	0	1
"LINC01870"	0	0	2	0	0
"MAP4K4"	184	371	194	209	124
"LINC01127"	0	0	0	0	0
"IL1R2"	4	2	15	1	1
"IL1R1"	1	1	1	0	0
"IL1R1-AS1"	0	0	0	0	0
"IL1RL2"	0	0	0	0	0
"FAM183DP"	0	0	0	0	0
"IL1RL1"	0	1	2	0	0
"IL18R1"	3	3	3	9	2
"SDR42E1P5"	0	0	0	0	0
"IL18RAP"	22	14	17	19	6
"MIR4772"	0	119	98	80	148
"SLC9A4"	0	0	0	0	0
"SLC9A2"	0	0	0	0	0
"MFSD9"	34	55	59	81	66
"TMEM182"	0	0	0	1	0
"LINC01796"	0	0	0	0	0
"LINC01935"	0	0	0	0	0
"LINC01965"	0	0	0	0	0
"AHCYP3"	0	0	0	0	0
"LINC01831"	0	0	0	0	3
"LINC01102"	0	0	0	0	0
"LINC01103"	0	0	0	0	0
"RPL23AP27"	0	0	0	0	16
"LINC01114"	0	0	0	0	1
"PANTR1"	0	0	0	0	0
"HMGB3P11"	0	30	0	0	0
"POU3F3"	0	27	2	1	2
"LINC01159"	0	0	3	0	1
"MRPS9"	43	49	26	29	29
"LINC01918"	0	0	5	0	2
"GPR45"	0	0	0	0	0
"TGFBRAP1"	147	244	78	258	87
"C2orf49"	645	406	367	450	272
"FHL2"	1	2	0	0	0
"NCK2"	15	26	49	45	37
"UXS1"	75	45	289	239	184
"RPL22P10"	0	49	61	16	10
"PLGLA"	0	0	0	0	1
"RGPD3"	1	1	1	1	1
"CD8B2"	0	0	0	0	0
"EEF1A1P12"	378	770	230	302	149
"ST6GAL2"	0	0	0	0	0
"ST6GAL2-IT1"	0	0	3	0	0
"PPP1R2P5"	0	0	0	0	0
"LINC01789"	0	0	0	0	0
"LINC01885"	0	0	0	0	0
"LINC01886"	0	0	0	0	0
"GACAT1"	0	0	0	0	0
"RGPD4-AS1"	4	2	0	1	4
"RGPD4"	0	0	0	0	0
"RPL22P8"	0	190	0	36	44
"SLC5A7"	0	0	1	0	0
"LINC01593"	0	0	2	0	0
"ACTP1"	0	0	0	16	19
"LINC01594"	0	0	0	0	0
"SETD6P1"	0	0	0	0	0
"SULT1C3"	0	0	0	0	0
"WASF1P1"	0	0	0	0	3
"SULT1C2"	2	1	1	0	0
"SULT1C2P2"	0	0	0	0	0
"GMCL1P2"	0	0	0	0	0
"SULT1C4"	4	4	2	0	2
"SMIM12P1"	0	0	0	0	0
"GCC2"	300	324	207	216	116
"GCC2-AS1"	2	4	1	4	1
"LIMS1"	31	37	28	26	24
"LIMS1-AS1"	9	0	0	0	4
"RPL10P5"	0	14	0	0	11
"RANBP2"	1066	2673	838	647	696
"CCDC138"	23	28	7	13	13
"EDAR"	0	0	2	0	0
"SH3RF3-AS1"	74	11	33	61	144
"SH3RF3"	9	1	2	14	25
"MIR4265"	0	0	0	0	0
"SNRPGP9"	0	0	33	275	594
"MIR4266"	313	0	0	0	0
"SOWAHC"	3	1	21	0	5
"BMS1P19"	0	0	0	0	4
"RPL22P11"	88	95	236	48	99
"RGPD5"	0	2	0	0	1
"LIMS3"	0	0	0	0	0
"GPAA1P1"	0	0	0	0	0
"ZBTB45P1"	0	0	0	0	0
"LINC01123"	0	0	0	0	0
"MIR4267"	0	0	0	0	0
"MALL"	0	0	0	0	0
"MIR4436B1"	0	0	0	0	0
"NPHP1"	0	0	0	0	0
"MTLN"	7	4	3	0	2
"MIR4436B2"	0	0	0	0	0
"LINC01106"	0	1	0	0	0
"ZBTB45P2"	0	0	0	0	0
"GPAA1P2"	0	0	0	0	0
"LIMS4"	0	0	0	0	0
"RGPD6"	0	0	0	0	0
"RPL22P12"	0	142	0	95	68
"BUB1"	150	64	43	67	169
"ACOXL"	0	0	0	0	0
"RPL5P9"	0	41	8	6	0
"MIR4435-2HG"	0	0	0	0	0
"ACOXL-AS1"	1	0	2	4	7
"BCL2L11"	54	262	65	57	161
"RPS14P4"	0	0	0	0	0
"MIR4435-2"	0	0	0	0	0
"ANAPC1"	41	25	29	35	26
"MIR4771-2"	232	251	0	84	156
"EEF1E1P1"	0	0	18	14	4
"MERTK"	0	2	1	0	337
"RN7SL297P"	0	0	0	0	286
"TMEM87B"	59	58	66	77	44
"FBLN7"	0	3	3	1	313
"ZC3H8"	70	40	50	41	69
"ZC3H6"	34	39	67	84	60
"NDUFB4P6"	0	0	0	0	0
"RGPD8"	10	20	17	4	33
"VINAC1P"	1	0	0	0	0
"TTL"	93	113	67	63	107
"POLR1B"	107	98	57	79	109
"CHCHD5"	198	118	105	77	107
"SLC20A1"	1073	1553	614	444	970
"NT5DC4"	0	2	1	0	2
"CKAP2L"	175	77	32	47	149
"IL1A"	4	0	1	0	1
"IL1B"	2643	216	143	295	955
"XIAPP3"	0	0	0	15	38
"IL37"	6	1	0	1	6
"CDK8P2"	31	0	0	0	6
"IL36G"	1	0	0	0	1
"HMGN2P23"	0	0	0	0	0
"IL36A"	6	3	5	2	1
"IL36B"	0	0	0	0	0
"IL36RN"	0	0	0	0	1
"IL1F10"	0	0	0	0	0
"RNU6-1180P"	0	0	0	0	0
"IL1RN"	4	5	14	2	7
"PSD4"	382	93	295	123	253
"PAX8-AS1"	91	45	6	0	2
"PAX8"	2	1	0	0	0
"IGKV1OR2-108"	462	385	302	1958	79
"FOXD4L1"	40	7	36	22	39
"LINC01961"	0	2	11	1	4
"PGM5P4-AS1"	0	0	0	0	0
"PGM5P4"	0	0	0	0	0
"FAM138B"	0	0	0	0	2
"MIR1302-3"	0	0	0	0	0
"RABL2A"	61	10	40	60	41
"RNU6-744P"	0	0	0	0	0
"SLC35F5"	255	293	236	291	203
"MIR4782"	434	705	679	395	146
"ACTR3"	1107	989	625	418	343
"LINC01191"	6	26	4	0	2
"SEPHS1P7"	0	0	6	0	3
"RNU2-41P"	0	0	0	0	0
"DPP10"	0	0	0	0	0
"DPP10-AS3"	0	0	0	0	0
"DPP10-AS2"	0	0	0	0	0
"DPP10-AS1"	0	0	0	0	0
"RPSAP23"	0	0	0	0	0
"MTCYBP39"	0	0	0	0	0
"MTND1P28"	0	0	7	0	0
"MTND2P21"	0	0	0	0	3
"MTCO1P43"	0	0	0	0	7
"RNU7-190P"	0	0	0	0	0
"DDX18"	767	227	455	474	355
"HTR5BP"	0	0	0	0	0
"CCDC93"	98	475	187	150	118
"RN7SL111P"	0	0	0	0	13
"INSIG2"	21	71	62	56	37
"THORLNC"	0	0	0	0	0
"LINC01956"	0	0	0	0	0
"EN1"	3	0	2	0	0
"MARCO"	0	0	1	0	0
"C1QL2"	0	0	0	0	0
"RN7SL468P"	0	0	0	0	0
"STEAP3"	11	7	2	1	3
"STEAP3-AS1"	1	0	0	0	0
"C2orf76"	6	2	5	6	10
"DBI"	2753	999	649	703	979
"TMEM37"	0	9	0	0	0
"SCTR"	0	0	0	0	0
"CFAP221"	0	0	0	0	0
"TMEM177"	20	13	17	24	37
"PTPN4"	9	15	33	30	34
"EPB41L5"	0	9	28	1	36
"MTATP6P26"	0	0	0	0	0
"MTCO3P43"	0	0	0	0	10
"MTND3P10"	0	0	0	0	0
"MTND4LP14"	0	0	0	0	0
"MTND4P26"	0	6	0	0	11
"MTND5P28"	0	0	3	2	1
"TMEM185B"	386	413	443	1017	390
"RALB"	105	26	46	60	21
"INHBB"	0	8	12	15	6
"LINC01101"	0	0	0	0	0
"GLI2"	0	0	0	0	0
"TFCP2L1"	2	0	1	0	0
"CLASP1"	49	92	88	94	79
"RNU4ATAC"	40355	31600	53090	20772	36182
"NIFK-AS1"	10	5	7	14	10
"RPL12P15"	0	0	0	24	0
"NPM1P32"	84	15	75	20	12
"NIFK"	569	341	212	156	189
"TSN"	492	410	157	309	235
"LINC01823"	0	2	0	0	0
"LINC01826"	0	0	0	0	0
"RN7SKP102"	161	29	24	294	0
"CNTNAP5"	0	0	0	0	0
"MTND5P22"	0	0	0	0	0
"RNA5SP102"	0	0	0	0	0
"RNU6-259P"	0	0	0	0	0
"LINC01889"	0	0	0	0	0
"LINC01941"	0	0	0	0	0
"YWHAZP2"	116	138	187	84	99
"GYPC"	609	3317	527	163	186
"RNU6-675P"	0	0	0	0	0
"TEX51"	0	0	0	0	0
"RNU7-182P"	0	0	0	0	0
"BIN1"	59	136	271	141	79
"NIFKP9"	0	41	0	0	34
"CYP27C1"	0	0	0	0	0
"ERCC3"	302	519	239	246	268
"MAP3K2"	182	604	314	237	210
"RNU6-1147P"	0	0	0	0	0
"MAP3K2-DT"	11	13	31	33	14
"PROC"	3	4	0	0	0
"MIR4783"	0	0	187	0	0
"IWS1"	76	110	116	80	62
"RNU4-48P"	0	0	0	0	0
"MYO7B"	4	2	83	73	12
"LIMS2"	19	2	20	44	19
"GPR17"	2	1	34	73	2
"WDR33"	83	184	201	164	149
"SFT2D3"	325	291	335	375	445
"RNY4P7"	178	1255	2153	1299	1080
"POLR2D"	298	269	239	291	298
"RNU6-395P"	0	0	0	0	0
"AMMECR1L"	239	461	198	169	290
"SAP130"	40	128	87	39	90
"UGGT1"	182	108	192	272	181
"DYNLT3P2"	0	0	128	104	25
"HS6ST1"	24	207	36	11	87
"RNA5SP103"	0	0	0	0	0
"ISCA1P6"	0	23	0	15	19
"LINC01854"	1	0	0	0	0
"PPIAP65"	0	0	0	0	0
"LINC02572"	0	0	1	0	0
"LINC01856"	1	0	0	0	0
"RPL22P7"	0	0	0	16	20
"RAB6C"	5	2	9	289	4
"ARHGAP42P2"	0	3	7	65	1
"FAR2P1"	0	0	1	0	1
"KLF2P1"	0	0	0	0	0
"CYP4F27P"	0	0	0	0	0
"POTEF"	0	0	0	1	0
"RNU6-1049P"	0	0	0	0	0
"CCDC74B"	5	100	28	15	39
"SMPD4"	341	1099	519	358	819
"MZT2B"	1200	1305	328	659	455
"TUBA3E"	0	0	0	0	1
"RHOQP3"	27	14	0	19	24
"NOC2LP1"	12	0	2	2	23
"MED15P5"	0	0	0	0	0
"MTND1P29"	0	0	0	0	6
"MTND2P22"	0	0	7	0	3
"MTCO1P7"	0	0	0	0	0
"MTCO2P7"	25	0	11	0	0
"MTATP6P7"	0	0	11	0	0
"MTCO3P7"	0	0	0	0	0
"MTND4P27"	0	0	11	0	0
"MTND5P29"	0	0	0	0	0
"MTND6P8"	0	0	14	0	0
"MTCYBP8"	0	14	0	0	0
"CCDC115"	750	379	502	841	391
"IMP4"	1262	1609	971	1015	1285
"PTPN18"	455	190	259	742	259
"FAR2P2"	0	0	1	45	1
"KLF2P2"	0	0	0	0	5
"CYP4F62P"	0	0	0	232	0
"POTEI"	0	0	0	14	0
"RNU6-473P"	0	0	0	0	0
"CFC1B"	0	0	0	0	0
"CFC1"	0	0	0	0	0
"POTEJ"	1	1	1	7	0
"RNU6-848P"	0	0	0	0	0
"FAR2P3"	0	0	1	10	0
"KLF2P3"	0	0	4	0	0
"GPR148"	0	0	0	4	3
"AMER3"	0	0	0	0	1
"CYCSP8"	0	0	24	0	0
"ARHGEF4"	0	1	0	171	19
"SMIM39"	0	0	0	0	0
"FAM168B"	364	930	316	337	240
"PLEKHB2"	59	133	28	25	30
"NEK2P4"	0	6	5	0	5
"NF1P8"	0	0	0	3	0
"MED15P8"	0	0	0	0	0
"POTEE"	0	0	0	1	1
"RNU6-127P"	0	0	0	0	0
"FAR2P4"	0	2	0	0	1
"KLF2P4"	0	0	0	0	0
"ARHGAP42P1"	6	0	8	9	2
"RAB6D"	4	2	8	8	2
"MTCYBP10"	0	0	0	0	11
"MTND6P10"	0	0	0	0	7
"MTND5P23"	0	0	0	0	4
"MTND4P21"	0	0	0	0	0
"MTND3P18"	0	0	0	0	0
"MTCO3P18"	0	0	0	0	5
"MTATP6P4"	0	13	11	0	5
"MTCO2P18"	0	13	0	0	0
"MTCO1P18"	0	0	0	0	0
"MTND2P18"	16	0	0	0	0
"MTND1P26"	0	0	0	0	18
"MED15P3"	0	0	0	0	0
"LINC01120"	2	0	1	0	2
"GNAQP1"	0	25	7	28	32
"NOC2LP2"	0	4	0	12	9
"RHOQP2"	29	15	52	10	0
"MZT2A"	149	188	98	154	114
"TUBA3D"	0	0	0	0	0
"MIR4784"	0	0	0	0	0
"CCDC74A"	11	79	18	0	51
"MED15P4"	0	0	0	0	0
"POTEKP"	0	0	0	0	0
"RNU6-617P"	0	0	0	0	0
"LINC01087"	0	0	1	0	0
"GRAMD4P8"	0	0	0	0	6
"C2orf27A"	8	2	1	0	0
"LINC01945"	0	0	0	0	0
"ANKRD30BL"	2	0	0	0	0
"RNU6-1132P"	0	0	0	0	0
"RNA5-8SP5"	0	0	0	0	0
"MIR663B"	0	80	0	0	0
"CDC27P1"	0	0	0	0	15
"FAM201B"	0	0	0	0	0
"RNU6-175P"	0	0	0	0	0
"GPR39"	0	0	0	0	0
"YBX1P7"	0	0	0	0	0
"RN7SKP103"	0	0	0	0	0
"LYPD1"	0	0	1	0	2
"NCKAP5"	0	0	0	0	17
"NCKAP5-AS1"	0	0	0	0	0
"NCKAP5-AS2"	0	0	0	0	0
"RNU6-579P"	0	0	0	0	0
"RN7SKP154"	0	31	0	21	1460
"NCKAP5-IT1"	7	4	0	2	219
"RN7SKP93"	0	0	24	0	0
"MGAT5"	26	36	236	93	73
"MIR3679"	2782	2738	12211	8384	6639
"RNA5SP104"	144	235	1295	633	422
"EDDM3CP"	0	0	0	0	0
"TMEM163"	0	0	0	0	0
"CCNT2-AS1"	0	1	2	5	1
"VDAC2P4"	23	0	0	0	16
"ACMSD"	0	0	0	0	0
"MIR5590"	0	0	0	0	0
"CCNT2"	929	914	717	915	453
"MAP3K19"	0	0	1	0	0
"RAB3GAP1"	120	108	131	126	89
"SNORA40B"	3069	1878	1550	2624	1586
"ZRANB3"	4	3	3	5	3
"R3HDM1"	31	32	48	37	60
"RNU6-512P"	0	0	0	0	0
"MIR128-1"	0	0	280	457	234
"UBXN4"	883	1631	747	644	523
"LCT"	0	2	3	6	0
"MCM6"	283	146	73	159	207
"CXCR4"	27603	34206	41533	45345	20963
"HNRNPKP2"	24	138	92	106	117
"UBBP1"	0	19	0	0	8
"RN7SKP141"	0	0	112	219	11
"SMC4P1"	0	0	9	59	4
"THSD7B"	0	0	0	0	0
"RNA5SP105"	0	0	0	0	0
"HNMT"	0	0	0	0	0
"LINC01832"	0	0	0	0	0
"YWHAEP5"	22	24	9	32	64
"SPOPL"	227	127	111	83	57
"LINC02631"	45	60	29	33	16
"NXPH2"	0	0	0	0	0
"RN7SKP286"	0	0	0	0	0
"YY1P2"	0	0	0	0	0
"AHCYP4"	0	0	0	0	5
"MRPS18BP2"	0	0	0	0	0
"RN7SL283P"	0	0	0	20	12
"LINC01853"	0	0	0	0	0
"MTCO1P44"	0	0	0	0	15
"MTND2P19"	0	0	0	0	0
"MTND1P27"	0	0	8	0	0
"LRP1B"	0	0	0	0	0
"MIR7157"	0	0	0	0	0
"RNU6-904P"	0	0	0	0	0
"UBE2V1P14"	0	0	0	11	0
"KYNU"	3	0	4	0	1
"ARHGAP15"	27	15	25	20	9
"MTCYBP11"	0	0	0	0	0
"MTND6P11"	0	19	15	12	0
"MTND5P24"	19	0	0	0	0
"MTND4P22"	0	0	0	0	6
"MTND4LP12"	115	0	0	0	0
"MTND3P9"	0	0	0	0	0
"MTCO3P5"	0	0	0	0	0
"MTCO2P5"	0	0	0	0	0
"GTDC1"	8	8	8	12	8
"ZEB2"	1062	669	833	498	628
"ZEB2-AS1"	213	55	112	59	144
"LINC01412"	0	0	0	0	0
"TEX41"	3	0	3	0	0
"LINC01966"	0	0	0	0	0
"RPL6P5"	0	0	9	0	4
"RNU7-2P"	0	0	0	0	0
"RPL17P12"	0	0	0	0	14
"PABPC1P2"	0	0	0	0	0
"LINC01911"	0	0	0	0	0
"RNU6-692P"	0	0	0	0	0
"RNU6-715P"	0	0	0	0	0
"RNA5SP106"	0	0	76	0	0
"ACVR2A"	2	2	71	0	0
"RNU6-1275P"	0	0	929	0	0
"ORC4"	46	85	43	59	30
"MBD5"	7	8	21	17	18
"RPS29P8"	0	0	0	0	22
"EPC2"	87	255	136	106	94
"RNU2-9P"	0	0	0	0	0
"UBBP3"	0	0	0	0	0
"KIF5C"	0	0	1	0	1
"LYPD6B"	0	0	0	0	0
"TXNP5"	0	0	48	0	24
"FAM8A3P"	0	0	0	0	4
"LYPD6"	0	0	0	0	0
"MMADHC"	1183	666	303	347	207
"RNU6-601P"	0	0	0	0	0
"LINC01931"	0	0	0	0	0
"LINC01818"	0	0	0	0	0
"LINC01817"	0	0	0	0	0
"RND3"	0	0	0	0	0
"LINC01920"	0	0	0	0	0
"LINC02612"	0	0	0	0	0
"FABP5P10"	0	0	0	0	9
"RBM43"	131	52	68	65	78
"NMI"	322	146	187	190	127
"TNFAIP6"	3	1	3	0	2
"MIR4773-2"	0	0	0	0	0
"MIR4773-1"	0	0	0	0	0
"RN7SL124P"	0	32	0	0	0
"RIF1"	367	534	294	359	252
"NEB"	1	3	21	2	5
"ARL5A"	184	315	180	237	163
"CACNB4"	2	0	0	1	4
"STAM2"	79	70	65	48	50
"RPL30P2"	0	0	0	0	13
"FMNL2"	3	9	17	16	25
"PRPF40A"	1027	1187	574	514	418
"ARL6IP6"	95	70	37	69	35
"UBQLN4P2"	0	9	0	0	0
"ATP5PBP4"	0	0	0	0	0
"LINC01850"	0	0	0	0	0
"RPL23AP29"	0	0	0	0	0
"RPRM"	0	6	10	0	0
"DNAJA1P2"	0	0	0	0	3
"GALNT13"	0	0	0	0	0
"RNA5SP107"	0	0	0	0	0
"KCNJ3"	0	0	0	0	0
"CBX3P6"	0	0	0	0	7
"RNU6-1001P"	0	0	0	0	0
"MTCO1P45"	0	0	0	0	28
"MTND2P20"	0	13	0	0	0
"ATP5F1AP2"	0	0	0	0	7
"MTND4P28"	0	0	0	0	0
"MTND5P30"	9	0	0	0	0
"MTND6P9"	0	17	0	0	7
"MTCYBP9"	0	0	0	0	0
"RNU6-546P"	0	0	0	58	0
"LINC01876"	0	0	0	0	0
"NR4A2"	731	5940	810	198	125
"GPD2"	13	10	32	16	29
"LINC01958"	0	0	0	0	0
"RPLP0P7"	0	0	11	0	0
"CDK7P1"	0	0	10	0	21
"GALNT5"	1	0	0	0	0
"RN7SKP281"	0	26	0	0	0
"ERMN"	203	1427	217	72	108
"FAM133DP"	1105	2632	988	357	292
"CYTIP"	500	657	476	298	128
"ACVR1C"	1	1	0	26	0
"ACVR1"	6	4	10	10	4
"UPP2"	0	0	0	0	0
"RNU6-436P"	0	0	0	0	0
"RNU6-932P"	161	0	0	0	0
"PTP4A1P1"	0	0	14	0	0
"UPP2-IT1"	0	0	0	0	0
"CCDC148-AS1"	0	0	0	0	0
"CCDC148"	0	0	0	0	0
"HNRNPDLP2"	0	0	0	0	0
"RN7SL393P"	0	31	0	0	0
"PKP4"	21	9	6	19	28
"PKP4-AS1"	0	0	0	0	0
"DAPL1"	0	0	0	0	0
"OR7E89P"	0	0	0	0	0
"OR7E28P"	0	0	0	0	0
"OR7E90P"	0	0	14	6	3
"RNU2-21P"	0	0	0	0	0
"TANC1"	0	2	1	0	3
"BTF3L4P2"	98	106	109	17	44
"RNU6-580P"	0	0	0	0	0
"GSTM3P2"	0	10	0	0	0
"MIR6888"	0	0	0	0	0
"WDSUB1"	93	118	99	116	45
"BAZ2B"	48	63	156	119	10
"CD302"	38	23	23	31	5
"LY75-CD302"	0	0	0	0	0
"LY75"	40	7	16	27	7
"PLA2R1"	0	0	0	0	0
"ITGB6"	0	0	0	0	0
"LINC02478"	0	7	4	2	1
"RBMS1"	23	33	32	44	17
"MIR4785"	0	0	0	0	0
"RN7SL423P"	0	0	0	0	0
"TANK"	67	76	84	37	33
"LINC01806"	23	46	119	15	12
"PSMD14"	103	105	57	46	37
"RNA5SP108"	584	1423	65	106	98
"TBR1"	1	45	2	1	4
"SLC4A10"	0	0	0	0	0
"KRT18P46"	0	7	0	0	0
"RPEP5"	0	0	0	0	0
"DPP4"	1	1	3	2	1
"TIMM8AP1"	0	0	25	0	12
"EIF3EP2"	0	0	4	0	10
"GCG"	0	0	0	0	0
"FAP"	0	0	0	0	2
"IFIH1"	106	179	159	149	275
"GCA"	55	48	57	40	17
"KCNH7"	0	0	0	0	0
"RNA5SP109"	0	0	0	0	33
"RPL7P61"	16	0	0	11	14
"RNU6-627P"	0	0	0	0	0
"FIGN"	0	0	0	0	0
"PRPS1P1"	0	0	8	0	0
"CYP2C56P"	0	0	0	0	13
"GRB14"	0	0	0	0	0
"COBLL1"	8	2	12	5	2
"SNORA70F"	0	0	226	46	0
"RNA5SP110"	0	0	0	0	0
"SLC38A11"	0	0	1	0	0
"RNA5SP111"	0	0	0	0	0
"SCN3A"	771	82	144	440	9
"SCN2A"	8	0	0	0	0
"MAPRE1P3"	0	0	19	0	4
"CSRNP3"	0	0	0	0	0
"GALNT3"	19	27	15	15	22
"TTC21B"	95	119	96	82	55
"TTC21B-AS1"	1	0	0	0	0
"SCN1A-AS1"	0	0	0	0	0
"SCN1A"	0	0	0	0	0
"RN7SKP152"	0	0	0	0	0
"SCN9A"	0	0	1	17	0
"SCN7A"	0	0	0	0	0
"XIRP2"	0	0	0	0	0
"XIRP2-AS1"	0	0	0	0	0
"B3GALT1"	0	0	0	0	0
"RNU7-148P"	0	0	0	0	62
"CTAGE14P"	21	3	0	0	4
"STK39"	30	16	67	55	32
"RN7SL813P"	0	0	0	0	0
"CERS6"	66	48	47	54	37
"MIR4774"	1807	978	2323	823	506
"RNU6-766P"	0	0	0	0	0
"CERS6-AS1"	2	0	3	1	1
"NOSTRIN"	5	12	6	1	10
"SPC25"	10	8	2	4	10
"G6PC2"	0	0	0	0	3
"ABCB11"	1	0	0	0	0
"DHRS9"	15	0	1	1	1
"UBE2V1P6"	34	0	0	0	0
"LRP2"	0	0	0	0	0
"BBS5"	1	5	2	1	3
"KLHL41"	3	0	0	0	1
"FASTKD1"	107	51	62	71	58
"PPIG"	167	261	191	147	68
"PHOSPHO2"	4	5	30	32	20
"KLHL23"	5	4	4	5	38
"PTCHD3P2"	10	0	4	0	0
"SSB"	1171	666	340	357	510
"METTL5"	134	34	46	76	55
"UBR3"	35	41	76	51	46
"RNU6-1006P"	0	0	0	0	0
"MYO3B"	0	0	0	0	0
"MYO3B-AS1"	0	0	0	0	0
"HMGB1P4"	0	0	13	32	33
"LINC01124"	0	0	0	0	0
"SP5"	0	0	2	0	4
"EIF2S2P4"	0	46	15	12	23
"ERICH2"	0	0	0	0	0
"GAD1"	3	4	0	1	1
"GORASP2"	234	234	99	103	89
"TLK1"	42	88	69	52	48
"METTL8"	42	17	30	25	18
"DCAF17"	59	50	47	67	53
"DAP3P2"	33	36	0	36	0
"CYBRD1"	59	18	38	19	17
"RPL21P38"	0	0	0	0	0
"DYNC1I2"	100	101	75	99	45
"SLC25A12"	10	9	13	16	9
"RNU6-182P"	0	88	72	59	36
"HAT1"	107	95	53	62	58
"METAP1D"	41	16	2	8	10
"DLX1"	6	13	1	0	2
"DLX2"	9	151	41	5	3
"DLX2-DT"	4	1	3	0	0
"ITGA6"	932	1644	209	717	27
"ITGA6-AS1"	38	31	86	175	47
"PDK1"	340	390	230	536	209
"RAPGEF4-AS1"	0	0	0	0	0
"RAPGEF4"	0	1	2	0	1
"ALDH7A1P2"	0	0	0	0	0
"MAP3K20"	35	40	32	33	34
"MAP3K20-AS1"	0	0	0	0	0
"CDCA7"	614	234	78	466	473
"PPIAP66"	0	36	30	0	61
"RPL5P7"	0	146	9	38	9
"SP3"	688	1028	585	526	395
"LINC01960"	0	0	0	0	0
"RPSAP24"	0	0	0	0	0
"OLA1"	97	59	26	34	28
"RN7SL65P"	539	525	361	570	544
"HNRNPA1P39"	0	19	23	19	27
"LINC01305"	11	1	3	8	4
"SP9"	0	0	0	0	0
"CIR1"	194	238	191	105	143
"SCRN3"	30	16	31	37	26
"GPR155"	8	12	25	9	23
"RNU6-5P"	1439	3029	2001	1281	932
"WIPF1"	304	220	250	203	117
"CHRNA1"	0	0	0	0	0
"CHN1"	0	0	0	0	0
"RNU6-763P"	0	0	0	0	0
"RNU6-1290P"	0	0	0	0	0
"ATF2"	200	296	190	142	130
"MIR933"	6467	9536	8074	6497	5053
"ATP5MC3"	2794	2177	778	1303	1053
"EXTL2P1"	0	0	0	0	0
"LNPK"	51	23	39	69	30
"EVX2"	0	0	1	0	0
"HOXD13"	10	0	0	0	1
"HOXD12"	0	0	0	2	0
"HOXD11"	0	0	1	0	0
"HOXD10"	0	0	1	0	0
"HOXD-AS2"	0	0	0	0	0
"HOXD9"	0	0	0	0	1
"HOXD8"	5	0	0	0	0
"HOXD3"	0	0	0	0	0
"MIR10B"	0	0	0	0	0
"HOXD4"	0	0	0	0	0
"HAGLR"	0	0	0	0	0
"HAGLROS"	0	0	0	0	0
"HOXD1"	0	0	0	0	0
"MIR7704"	0	0	0	0	0
"RPSAP25"	0	0	0	0	0
"MTX2"	18	1	12	7	6
"PPIAP67"	0	0	0	0	25
"LINC01117"	0	0	0	0	0
"MIR1246"	0	0	0	0	0
"LINC01116"	0	0	0	0	0
"RNU6ATAC14P"	0	0	0	0	0
"FUCA1P1"	0	0	0	0	2
"RNU6-187P"	0	0	0	0	0
"RNA5SP112"	0	280	0	0	38
"KRT8P40"	0	0	0	0	6
"HNRNPA3"	4394	3737	4869	4492	3376
"MIR4444-1"	0	0	0	0	0
"NFE2L2"	47	90	51	33	35
"DNAJC19P5"	807	2038	745	313	313
"MIR3128"	1564	1411	2097	3038	1228
"MIR6512"	223	120	0	243	100
"AGPS"	91	84	88	96	41
"TTC30B"	80	24	143	100	159
"TTC30A"	53	7	138	91	186
"PDE11A"	0	0	0	0	0
"API5P2"	0	0	5	0	2
"RNU6-629P"	0	0	74	0	0
"CYCTP"	0	0	0	0	0
"RBM45"	91	59	43	55	36
"RNU5E-9P"	0	0	147	59	0
"OSBPL6"	0	0	0	0	0
"PRKRA"	532	533	300	307	337
"PJVK"	44	35	23	34	48
"FKBP7"	19	3	8	8	14
"PLEKHA3"	159	328	201	274	138
"TTN-AS1"	26	33	10	52	27
"TTN"	10	44	744	23	275
"CCDC141"	1	4	82	3	33
"RNU7-104P"	0	0	0	0	0
"RPS6P2"	0	0	7	0	0
"SESTD1"	103	409	106	43	42
"ZNF385B"	0	0	0	0	0
"MIR1258"	0	0	0	0	0
"CWC22"	71	88	71	51	48
"SCHLAP1"	0	0	0	0	0
"FTH1P20"	92	519	152	56	187
"UBE2E3"	97	15	15	33	3
"LINC01934"	0	0	0	3	0
"MIR4437"	287	0	128	104	193
"ITGA4"	1735	443	899	574	870
"CERKL"	0	0	0	0	0
"NEUROD1"	1	0	0	0	0
"SAP18P2"	0	20	0	0	0
"RNU6ATAC19P"	0	0	0	0	0
"ITPRID2"	834	765	271	376	201
"PPP1R1C"	0	0	0	0	0
"KRT18P29"	0	0	0	0	0
"RNA5SP113"	0	0	0	0	0
"PDE1A"	0	0	0	0	0
"RN7SL267P"	0	0	0	0	0
"DNAJC10"	270	149	179	317	100
"RPL31P15"	0	0	0	0	0
"FRZB"	0	0	0	0	0
"RNU6-1122P"	0	0	0	0	0
"NCKAP1"	1	2	1	19	0
"KRT8P10"	0	6	0	0	2
"DUSP19"	2	1	2	22	4
"NUP35"	25	24	22	26	24
"LIN28AP1"	0	0	0	61	18
"CACYBPP2"	125	54	11	72	61
"MIR548AE1"	0	0	0	0	0
"ZNF804A"	0	0	0	0	0
"RPL23AP33"	0	20	0	0	0
"FSIP2-AS1"	0	0	0	0	0
"FSIP2-AS2"	0	0	0	0	0
"FSIP2"	0	0	0	0	0
